,0
3621,0001023128
3622,0001577670
3623,0001742056
3624,0000798081
3625,0001090425
3626,0000057515
3627,0001495240
3628,0001141688
3629,0001124796
3630,0001868269
3631,0000912766
3632,0001625641
3633,0000703604
3634,0001847846
3635,0001311370
3636,0001758057
3637,0001721741
3638,0000846901
3639,0001867287
3640,0001475348
3641,0001832168
3642,0001830162
3643,0001611983
3644,0001694028
3645,0001570585
3646,0001409970
3647,0001844642
3648,0001841024
3649,0001802450
3650,0001644419
3651,0000057725
3652,0001811210
3653,0000763744
3654,0001074902
3655,0000876343
3656,0000874396
3657,0001847577
3658,0001842373
3659,0001831631
3660,0001336920
3661,0001548717
3662,0000799288
3663,0000842162
3664,0001818346
3665,0000059527
3666,0001333822
3667,0000058361
3668,0000058492
3669,0001834628
3670,0001436208
3671,0001801198
3672,0001596856
3673,0000920760
3674,0000818972
3675,0001821806
3676,0001065059
3677,0001834974
3678,0000094845
3679,0001412707
3680,0001348362
3681,0001851266
3682,0001268896
3683,0001823766
3684,0001785592
3685,0000948320
3686,0001845257
3687,0001547546
3688,0001822873
3689,0000889331
3690,0000849146
3691,0001836337
3692,0000929351
3693,0001806524
3694,0001278211
3695,0001580670
3696,0000061004
3697,0001566826
3698,0000886163
3699,0001400438
3700,0001860871
3701,0001883814
3702,0001832300
3703,0001879297
3704,0001721484
3705,0000920148
3706,0001841948
3707,0001824153
3708,0001303313
3709,0001652724
3710,0000202058
3711,0001791706
3712,0001831283
3713,0001880151
3714,0001828811
3715,0001818644
3716,0001339970
3717,0001069202
3718,0001712184
3719,0001855756
3720,0001707925
3721,0001286613
3722,0001512499
3723,0000828146
3724,0001845991
3725,0001307579
3726,0001523836
3727,0001633978
3728,0001769697
3729,0001848364
3730,0001875257
3731,0001045742
3732,0001639691
3733,0001335105
3734,0001783407
3735,0001825437
3736,0000920465
3737,0001487839
3738,0000721994
3739,0001065696
3740,0001396033
3741,0001546383
3742,0001391127
3743,0000059478
3744,0001831868
3745,0001158895
3746,0001606163
3747,0001685428
3748,0001640384
3749,0001691421
3750,0001351172
3751,0001342423
3752,0001731727
3753,0001358356
3754,0000936468
3755,0000059558
3756,0001499849
3757,0001005286
3758,0001823575
3759,0000003570
3760,0000836157
3761,0001320350
3762,0000352541
3763,0001521036
3764,0001080340
3765,0001462120
3766,0001848323
3767,0001840780
3768,0001606366
3769,0001120970
3770,0001664106
3771,0001032975
3772,0001841585
3773,0001711375
3774,0001504678
3775,0001434588
3776,0001759008
3777,0001705338
3778,0001701758
3779,0000060667
3780,0001535955
3781,0001596993
3782,0001528129
3783,0001290109
3784,0001397911
3785,0001806201
3786,0001102993
3787,0000889971
3788,0001509745
3789,0000060519
3790,0001819576
3791,0001235468
3792,0000707549
3793,0001571329
3794,0001374690
3795,0001157408
3796,0001341318
3797,0000855658
3798,0001721386
3799,0001650696
3800,0000944314
3801,0001823306
3802,0001859007
3803,0000853816
3804,0001084554
3805,0000887905
3806,0001826000
3807,0001869198
3808,0001742924
3809,0001763950
3810,0001606745
3811,0001114925
3812,0001673481
3813,0001816007
3814,0000016099
3815,0001799011
3816,0001397187
3817,0000018926
3818,0001126234
3819,0001363589
3820,0001127537
3821,0000092380
3822,0001823767
3823,0001855450
3824,0001645194
3825,0001780201
3826,0001491419
3827,0001723648
3828,0001841383
3829,0001300514
3830,0001840748
3831,0001679273
3832,0000814586
3833,0001325964
3834,0001708259
3835,0001814067
3836,0001096056
3837,0000910108
3838,0001062822
3839,0000060714
3840,0001489393
3841,0001806952
3842,0001759509
3843,0001160106
3844,0001682241
3845,0001870997
3846,0001327273
3847,0000763532
3848,0001335258
3849,0001286139
3850,0000057131
3851,0000794367
3852,0001141391
3853,0000912595
3854,0001870144
3855,0000912242
3856,0001835416
3857,0001840148
3858,0001274792
3859,0001805795
3860,0001230992
3861,0001396440
3862,0000871763
3863,0001056696
3864,0000892537
3865,0001549107
3866,0001779474
3867,0001844419
3868,0001048286
3869,0001507605
3870,0001368365
3871,0000062362
3872,0000062996
3873,0000937556
3874,0001555279
3875,0000063276
3876,0000063296
3877,0000003453
3878,0001258943
3879,0001818383
3880,0001796898
3881,0001121142
3882,0000054187
3883,0001839175
3884,0000836147
3885,0000814585
3886,0001441693
3887,0001629019
3888,0001680048
3889,0000883975
3890,0001659617
3891,0001856589
3892,0001115837
3893,0001837344
3894,0001590976
3895,0001042729
3896,0001596967
3897,0000888410
3898,0001856995
3899,0001853775
3900,0001853774
3901,0001859035
3902,0001476034
3903,0001053584
3904,0001747068
3905,0000063908
3906,0001638290
3907,0001846510
3908,0000827054
3909,0001224133
3910,0000275694
3911,0000927653
3912,0001756499
3913,0001289868
3914,0001059556
3915,0000851170
3916,0001609809
3917,0000907242
3918,0000062234
3919,0001853513
3920,0000064996
3921,0000893949
3922,0001441816
3923,0000773141
3924,0001157601
3925,0001618500
3926,0001823143
3927,0001784254
3928,0001741534
3929,0001103982
3930,0001807983
3931,0001654595
3932,0001124804
3933,0001613103
3934,0000067716
3935,0001645873
3936,0001402479
3937,0001593984
3938,0000355379
3939,0001376339
3940,0001872529
3941,0000936958
3942,0001804591
3943,0001849902
3944,0001766368
3945,0000910329
3946,0001668397
3947,0001382574
3948,0001643615
3949,0001855066
3950,0000065270
3951,0001262104
3952,0001870258
3953,0001099590
3954,0001411009
3955,0001859310
3956,0000886977
3957,0001333274
3958,0000810332
3959,0001345099
3960,0001099219
3961,0001687187
3962,0001796514
3963,0001851682
3964,0001055160
3965,0001086888
3966,0001276469
3967,0001335730
3968,0001359711
3969,0001527762
3970,0001000209
3971,0001045126
3972,0000801961
3973,0000856128
3974,0001436126
3975,0000749098
3976,0001161728
3977,0000811922
3978,0001273931
3979,0000876779
3980,0001005101
3981,0000789570
3982,0001595974
3983,0001125345
3984,0001656936
3985,0000835011
3986,0000752714
3987,0001690585
3988,0001735438
3989,0001326390
3990,0001698990
3991,0001337068
3992,0001034665
3993,0000830487
3994,0001437226
3995,0001223026
3996,0000851968
3997,0001412100
3998,0001038186
3999,0000799292
4000,0001835615
4001,0001845290
4002,0000854800
4003,0000769520
4004,0001218683
4005,0001819035
4006,0001644675
4007,0001823882
4008,0000826735
4009,0000926423
4010,0001467761
4011,0001864290
4012,0001809987
4013,0001759425
4014,0001527096
4015,0001408443
4016,0001826058
4017,0001847440
4018,0001828098
4019,0000807863
4020,0001696396
4021,0001770236
4022,0001514281
4023,0001576914
4024,0000890393
4025,0000063754
4026,0001758736
4027,0001816613
4028,0001096343
4029,0001049502
4030,0001805651
4031,0001278021
4032,0001807846
4033,0000724004
4034,0001807594
4035,0001851625
4036,0001381640
4037,0000089439
4038,0000066382
4039,0000916076
4040,0001834494
4041,0000063330
4042,0000924822
4043,0000855683
4044,0001550603
4045,0001431959
4046,0000062709
4047,0001518557
4048,0001578732
4049,0001176334
4050,0000066740
4051,0001520358
4052,0001126975
4053,0001032220
4054,0000856982
4055,0000809173
4056,0000886043
4057,0001773250
4058,0001495153
4059,0001524223
4060,0001119083
4061,0001370880
4062,0001845338
4063,0000899460
4064,0001813814
4065,0001226616
4066,0000894351
4067,0001645469
4068,0001745797
4069,0000876427
4070,0001693577
4071,0001815846
4072,0000865752
4073,0001826600
4074,0001863719
4075,0001781162
4076,0001739936
4077,0001302028
4078,0000764180
4079,0001084267
4080,0000067347
4081,0001074871
4082,0001118417
4083,0001220754
4084,0001412665
4085,0000067887
4086,0001602842
4087,0001743971
4088,0001179929
4089,0001763197
4090,0001745114
4091,0001610601
4092,0001828325
4093,0001340243
4094,0001679363
4095,0001289419
4096,0001285785
4097,0001686850
4098,0000072573
4099,0001734750
4100,0001864055
4101,0001801368
4102,0000891038
4103,0000918251
4104,0001841993
4105,0000879635
4106,0001510295
4107,0001793229
4108,0001552000
4109,0001853436
4110,0000831655
4111,0001287865
4112,0001280452
4113,0001129155
4114,0001522540
4115,0000887394
4116,0000890196
4117,0001844392
4118,0001438423
4119,0001750735
4120,0001439095
4121,0001512931
4122,0001049521
4123,0001719714
4124,0001389002
4125,0000310158
4126,0001094038
4127,0001819704
4128,0001682852
4129,0001267813
4130,0000101778
4131,0001442836
4132,0000799167
4133,0001576263
4134,0001651311
4135,0001823239
4136,0001835632
4137,0000895421
4138,0000066570
4139,0001836517
4140,0000065172
4141,0001466026
4142,0001713334
4143,0001408198
4144,0000904112
4145,0001846996
4146,0000066004
4147,0000789019
4148,0001795250
4149,0001821175
4150,0001636519
4151,0000068505
4152,0001003078
4153,0000032621
4154,0001724570
4155,0001050446
4156,0001734875
4157,0001243429
4158,0001722606
4159,0001826667
4160,0001853021
4161,0000036270
4162,0001582982
4163,0001742518
4164,0000891103
4165,0001634379
4166,0001037646
4167,0001520006
4168,0001872964
4169,0001183765
4170,0001056358
4171,0000876437
4172,0000833079
4173,0001302362
4174,0001091223
4175,0000812011
4176,0001582554
4177,0001113256
4178,0001643918
4179,0000313364
4180,0001104657
4181,0000866273
4182,0001860663
4183,0001493594
4184,0001819394
4185,0001885754
4186,0000061986
4187,0000891014
4188,0000015615
4189,0000723125
4190,0000901243
4191,0001051004
4192,0001820727
4193,0001071899
4194,0000067088
4195,0001232860
4196,0001053988
4197,0001499961
4198,0000717423
4199,0001896212
4200,0001573516
4201,0000314203
4202,0001277902
4203,0000835948
4204,0000065770
4205,0001371782
4206,0001760689
4207,0000897269
4208,0001350593
4209,0001325702
4210,0000066418
4211,0001287098
4212,0000863900
4213,0000065433
4214,0001288469
4215,0000882152
4216,0000879361
4217,0000069488
4218,0001327607
4219,0000899923
4220,0000883412
4221,0000884216
4222,0001321834
4223,0000882150
4224,0001850453
4225,0001874252
4226,0001369290
4227,0001679082
4228,0001823878
4229,0000700923
4230,0001211805
4231,0001831907
4232,0001830063
4233,0001834488
4234,0001074952
4235,0001083839
4236,0000787253
4237,0001164771
4238,0001074769
4239,0001326706
4240,0001835256
4241,0001531048
4242,0001000177
4243,0000069733
4244,0000935494
4245,0000275053
4246,0001808805
4247,0000810509
4248,0000892992
4249,0001478888
4250,0001579823
4251,0001178839
4252,0001475841
4253,0000914475
4254,0000811831
4255,0001178841
4256,0001163739
4257,0001641640
4258,0001173281
4259,0001831978
4260,0000790359
4261,0001760854
4262,0001178840
4263,0001843181
4264,0001389545
4265,0000789933
4266,0000818851
4267,0001849475
4268,0001174850
4269,0001513761
4270,0001377630
4271,0001709626
4272,0001902733
4273,0000070866
4274,0001692427
4275,0001296774
4276,0001214935
4277,0001227857
4278,0001837067
4279,0001120193
4280,0001275158
4281,0001793129
4282,0001547158
4283,0001681682
4284,0000072331
4285,0001458891
4286,0001195737
4287,0001847398
4288,0000753308
4289,0001474627
4290,0001164727
4291,0000746514
4292,0001077183
4293,0000711377
4294,0000087050
4295,0001603145
4296,0001196298
4297,0001401395
4298,0001598646
4299,0001698514
4300,0001477333
4301,0001854458
4302,0001587264
4303,0001282637
4304,0001469392
4305,0001726189
4306,0001369085
4307,0001448056
4308,0001587987
4309,0001688476
4310,0001713930
4311,0001538210
4312,0001612720
4313,0001493225
4314,0001749723
4315,0000070145
4316,0001840616
4317,0001260563
4318,0001065280
4319,0001862327
4320,0001850502
4321,0001173420
4322,0001843249
4323,0000800166
4324,0001004315
4325,0001504461
4326,0001426332
4327,0001821349
4328,0001084991
4329,0001547459
4330,0001653477
4331,0001566469
4332,0001047335
4333,0000877860
4334,0001852931
4335,0001487610
4336,0000912061
4337,0001111711
4338,0001003935
4339,0001000045
4340,0001557915
4341,0001383441
4342,0000896493
4343,0000890119
4344,0001532286
4345,0001736541
4346,0001564584
4347,0001603993
4348,0001744781
4349,0000356309
4350,0000320187
4351,0001177219
4352,0001731289
4353,0000796534
4354,0000906709
4355,0001787400
4356,0001195738
4357,0000072162
4358,0001854963
4359,0000849399
4360,0001078207
4361,0001492633
4362,0001783036
4363,0001404644
4364,0001043219
4365,0001333172
4366,0001861115
4367,0001774342
4368,0001496099
4369,0001649752
4370,0000830271
4371,0001547903
4372,0001562051
4373,0001415921
4374,0001819157
4375,0001163653
4376,0001602078
4377,0001690680
4378,0001607997
4379,0000897419
4380,0001500198
4381,0001551986
4382,0001266585
4383,0001865631
4384,0000918541
4385,0001643303
4386,0001258602
4387,0000751364
4388,0001795251
4389,0001379006
4390,0000818850
4391,0001368519
4392,0001824888
4393,0001499543
4394,0001133421
4395,0001681206
4396,0001104485
4397,0000924613
4398,0000899782
4399,0001651717
4400,0000720154
4401,0001021860
4402,0001772695
4403,0001467154
4404,0001076930
4405,0001858028
4406,0001373715
4407,0001296435
4408,0001837929
4409,0001528287
4410,0001835068
4411,0001865389
4412,0000080172
4413,0001164863
4414,0001227025
4415,0000897421
4416,0000870780
4417,0000071829
4418,0001831964
4419,0001638287
4420,0000070487
4421,0001625278
4422,0001819404
4423,0001786248
4424,0001013871
4425,0001828536
4426,0001756908
4427,0001163370
4428,0001549595
4429,0001195739
4430,0001261166
4431,0001171486
4432,0001875091
4433,0000072633
4434,0000070502
4435,0001719406
4436,0001556593
4437,0001110805
4438,0001618563
4439,0000702165
4440,0000865058
4441,0000932696
4442,0001093428
4443,0001000753
4444,0001433607
4445,0000813639
4446,0000069633
4447,0001834518
4448,0001835817
4449,0001835814
4450,0001401708
4451,0001881592
4452,0000722313
4453,0001002047
4454,0001653242
4455,0001776967
4456,0001078075
4457,0001110646
4458,0001490286
4459,0001122904
4460,0000875582
4461,0001065078
4462,0001652130
4463,0001618732
4464,0000829365
4465,0001725964
4466,0001604821
4467,0001676047
4468,0000073124
4469,0001798100
4470,0000878526
4471,0001039280
4472,0000900391
4473,0001691493
4474,0001881551
4475,0000073309
4476,0000878200
4477,0001289850
4478,0001021561
4479,0000812801
4480,0001142596
4481,0001811063
4482,0001861560
4483,0001450445
4484,0001506492
4485,0001527613
4486,0001859807
4487,0001000694
4488,0001399708
4489,0001645113
4490,0001875558
4491,0001045810
4492,0000724910
4493,0001532961
4494,0001765159
4495,0001473334
4496,0001090116
4497,0001581804
4498,0001292519
4499,0001109345
4500,0001661053
4501,0000353278
4502,0001138978
4503,0000906163
4504,0001444380
4505,0001114448
4506,0001838433
4507,0001757073
4508,0001720635
4509,0001501134
4510,0001821769
4511,0001836875
4512,0001859795
4513,0001471265
4514,0000073088
4515,0001013272
4516,0000844150
4517,0000814453
4518,0001635984
4519,0001733998
4520,0001001385
4521,0001564708
4522,0001423221
4523,0000885732
4524,0001356115
4525,0001698535
4526,0001468929
4527,0000708818
4528,0001087786
4529,0000885731
4530,0000883618
4531,0001413447
4532,0001058307
4533,0001620393
4534,0001142417
4535,0001661059
4536,0001372183
4537,0001595527
4538,0000910073
4539,0001273685
4540,0001018735
4541,0000071691
4542,0001857190
4543,0001137887
4544,0000726728
4545,0001820931
4546,0001403528
4547,0001486159
4548,0001454938
4549,0001077618
4550,0000350737
4551,0001334388
4552,0000746210
4553,0001516912
4554,0001685316
4555,0001754226
4556,0001370946
4557,0001827669
4558,0001820175
4559,0001000230
4560,0001716951
4561,0001828443
4562,0001004702
4563,0001780531
4564,0001776067
4565,0001372299
4566,0000873860
4567,0001414932
4568,0001393434
4569,0001228627
4570,0001642380
4571,0000074046
4572,0000878927
4573,0000800240
4574,0001609804
4575,0001108967
4576,0001824677
4577,0001409375
4578,0000860546
4579,0001501078
4580,0001030469
4581,0000884624
4582,0001317945
4583,0001487918
4584,0001829949
4585,0001021635
4586,0001174940
4587,0001620737
4588,0001821825
4589,0001587732
4590,0001870778
4591,0000888491
4592,0001836129
4593,0000812074
4594,0000835333
4595,0000073756
4596,0001095348
4597,0001121484
4598,0001039684
4599,0001660134
4600,0001314196
4601,0001005284
4602,0001866816
4603,0001835539
4604,0001639300
4605,0001750284
4606,0000074303
4607,0001431695
4608,0000712770
4609,0001868726
4610,0001484612
4611,0001378239
4612,0000029989
4613,0000926326
4614,0001832010
4615,0001285819
4616,0000798528
4617,0001584207
4618,0001850838
4619,0000075252
4620,0001850906
4621,0000278165
4622,0001097864
4623,0000707179
4624,0001671818
4625,0001444307
4626,0001260990
4627,0001129928
4628,0001646188
4629,0001722380
4630,0001404123
4631,0001772921
4632,0001873923
4633,0001858985
4634,0001110611
4635,0000704532
4636,0001130598
4637,0001497253
4638,0001849548
4639,0001327688
4640,0001869467
4641,0001843121
4642,0001825024
4643,0001722010
4644,0001014739
4645,0001801169
4646,0001818502
4647,0001293818
4648,0001288855
4649,0001456772
4650,0000944809
4651,0001385508
4652,0000740971
4653,0001678130
4654,0001737450
4655,0001538716
4656,0001448431
4657,0001815620
4658,0001494650
4659,0001378140
4660,0000791963
4661,0001627272
4662,0001296445
4663,0001038143
4664,0001518621
4665,0001655888
4666,0001341439
4667,0001802457
4668,0001661181
4669,0001460602
4670,0000074260
4671,0001847416
4672,0001796280
4673,0001680056
4674,0000898173
4675,0001176309
4676,0001402829
4677,0001764791
4678,0000826154
4679,0001748907
4680,0000357173
4681,0001568651
4682,0000075208
4683,0001564406
4684,0001832136
4685,0001039065
4686,0000775158
4687,0001044777
4688,0001394056
4689,0001130713
4690,0001834226
4691,0001116463
4692,0001758488
4693,0001846809
4694,0001002638
4695,0001493566
4696,0001781335
4697,0001649989
4698,0001843586
4699,0001842498
4700,0001821318
4701,0001136174
4702,0001466593
4703,0001546652
4704,0001816581
4705,0001579877
4706,0000894671
4707,0001636651
4708,0001431567
4709,0001792580
4710,0001823945
4711,0001816708
4712,0001861622
4713,0001584831
4714,0001495222
4715,0000075288
4716,0001259429
4717,0001852973
4718,0000797468
4719,0001720725
4720,0001807046
4721,0001569650
4722,0001822829
4723,0001070423
4724,0000771992
4725,0001727074
4726,0001347557
4727,0001299130
4728,0001853070
4729,0001712463
4730,0001102112
4731,0001829797
4732,0001858414
4733,0001019849
4734,0001581990
4735,0001712807
4736,0001069899
4737,0000075398
4738,0001357459
4739,0001459862
4740,0001355839
4741,0001469395
4742,0001828989
4743,0001606909
4744,0001327567
4745,0001830531
4746,0000708821
4747,0000813828
4748,0000821483
4749,0001787297
4750,0001734722
4751,0001616741
4752,0000076605
4753,0001624326
4754,0001825570
4755,0001886878
4756,0001841156
4757,0001819881
4758,0001590955
4759,0001845815
4760,0001496443
4761,0000723531
4762,0001068851
4763,0001546066
4764,0001870404
4765,0001849670
4766,0001378946
4767,0001534504
4768,0001769663
4769,0001582568
4770,0001295947
4771,0001609065
4772,0000078814
4773,0001578776
4774,0001029125
4775,0001195734
4776,0001119639
4777,0000319654
4778,0001754323
4779,0001401667
4780,0000075362
4781,0001423869
4782,0001844149
4783,0000810943
4784,0001004980
4785,0001338749
4786,0001170300
4787,0000908187
4788,0001160990
4789,0001204413
4790,0001611052
4791,0001824993
4792,0001140411
4793,0001396814
4794,0001533743
4795,0001691337
4796,0001830033
4797,0001057083
4798,0001591698
4799,0001649094
4800,0001855751
4801,0000050471
4802,0000276720
4803,0001568100
4804,0001595386
4805,0000077877
4806,0000891024
4807,0001737806
4808,0000788920
4809,0001120914
4810,0001510599
4811,0001874071
4812,0001042776
4813,0001798618
4814,0001841845
4815,0001013605
4816,0001472091
4817,0000855886
4818,0000765880
4819,0001835567
4820,0001474098
4821,0001093672
4822,0000318300
4823,0001476204
4824,0001141197
4825,0000788784
4826,0001013857
4827,0001847241
4828,0000077281
4829,0001321732
4830,0000921738
4831,0000216851
4832,0000077476
4833,0001873324
4834,0001338940
4835,0000891532
4836,0001668673
4837,0001040130
4838,0001512922
4839,0001684425
4840,0001492165
4841,0000946647
4842,0000868578
4843,0001839132
4844,0000078003
4845,0001126328
4846,0001618673
4847,0001137774
4848,0001630856
4849,0001289636
4850,0000075340
4851,0001056943
4852,0001244183
4853,0001504619
4854,0001550695
4855,0001296250
4856,0000882071
4857,0001178970
4858,0001745916
4859,0001095315
4860,0001853580
4861,0001490349
4862,0000080424
4863,0001050743
4864,0001356090
4865,0001551306
4866,0001318025
4867,0000080661
4868,0001605607
4869,0001873331
4870,0001833213
4871,0001861541
4872,0001354327
4873,0001557523
4874,0000076334
4875,0001828316
4876,0001169245
4877,0001783183
4878,0001729089
4879,0001305767
4880,0000313216
4881,0001739174
4882,0000078150
4883,0001825724
4884,0001533040
4885,0001219360
4886,0000822416
4887,0001412408
4888,0001166258
4889,0001665300
4890,0001830487
4891,0000315131
4892,0001477049
4893,0001848756
4894,0001114995
4895,0001819175
4896,0001835800
4897,0000931015
4898,0001832511
4899,0001861522
4900,0000830622
4901,0001577916
4902,0001786117
4903,0001679826
4904,0001506293
4905,0001822835
4906,0001230245
4907,0001583648
4908,0001675634
4909,0001626115
4910,0001617406
4911,0001315399
4912,0000076267
4913,0000075677
4914,0000031791
4915,0000076282
4916,0000889132
4917,0001836833
4918,0000810136
4919,0001117057
4920,0001540755
4921,0001849737
4922,0001525769
4923,0001168455
4924,0001803914
4925,0001041859
4926,0001045609
4927,0001095052
4928,0001728205
4929,0000866028
4930,0001840317
4931,0001761312
4932,0001637207
4933,0001287213
4934,0000080035
4935,0001746473
4936,0001625101
4937,0001828016
4938,0001690842
4939,0001321655
4940,0001093691
4941,0001022408
4942,0001006281
4943,0001497504
4944,0000785786
4945,0001692412
4946,0001515816
4947,0001413329
4948,0001157075
4949,0000806517
4950,0001517130
4951,0001140392
4952,0001837607
4953,0001170299
4954,0000844790
4955,0000900422
4956,0001464423
4957,0001641614
4958,0001807765
4959,0001699382
4960,0001181506
4961,0001098146
4962,0000713676
4963,0001140410
4964,0001115055
4965,0001170311
4966,0001108426
4967,0001383414
4968,0000077360
4969,0000056868
4970,0001811764
4971,0001766400
4972,0001830392
4973,0000764622
4974,0001446159
4975,0001145197
4976,0001437424
4977,0001622345
4978,0000914025
4979,0001842430
4980,0001855631
4981,0000945841
4982,0000784977
4983,0001865200
4984,0001825480
4985,0001530950
4986,0001829427
4987,0000833640
4988,0000080420
4989,0001015383
4990,0001028918
4991,0001614744
4992,0000802481
4993,0000079879
4994,0001826333
4995,0001863460
4996,0000914122
4997,0000922224
4998,0001460235
4999,0001449792
5000,0000827773
5001,0001526243
5002,0001894057
5003,0001127703
5004,0001185348
5005,0001689548
5006,0001848165
5007,0001784535
5008,0001588978
5009,0001046568
5010,0001822711
5011,0000911421
5012,0001085869
5013,0001801834
5014,0001808834
5015,0001585364
5016,0000876167
5017,0001475922
5018,0001554625
5019,0001361538
5020,0000805676
5021,0001443669
5022,0001678660
5023,0001856161
5024,0001880319
5025,0000884713
5026,0001392972
5027,0001863362
5028,0001628808
5029,0001580063
5030,0001010470
5031,0001812667
5032,0001821329
5033,0000868278
5034,0001643953
5035,0001043961
5036,0001612940
5037,0000890394
5038,0001825473
5039,0001724009
5040,0001559053
5041,0001782999
5042,0001095435
5043,0001653558
5044,0001178711
5045,0001378950
5046,0001592058
5047,0001759655
5048,0001695357
5049,0001393311
5050,0001833235
5051,0000866368
5052,0001287032
5053,0001498612
5054,0001833835
5055,0001481241
5056,0001494728
5057,0001041803
5058,0000275880
5059,0001527753
5060,0000938323
5061,0001843716
5062,0001474432
5063,0001811882
5064,0001158780
5065,0001759774
5066,0001095981
5067,0001661460
5068,0001534701
5069,0001716338
5070,0001793882
5071,0000857005
5072,0001070081
5073,0001076682
5074,0000889900
5075,0001377121
5076,0001821075
5077,0001022899
5078,0001871509
5079,0001372807
5080,0000911216
5081,0001096691
5082,0001838238
5083,0001639825
5084,0001815903
5085,0001108329
5086,0001820630
5087,0000832090
5088,0000798287
5089,0001527508
5090,0001190935
5091,0001422930
5092,0001836100
5093,0001116578
5094,0001574235
5095,0001680247
5096,0001750264
5097,0001818787
5098,0001778784
5099,0000078239
5100,0001520048
5101,0001532619
5102,0001774170
5103,0000716605
5104,0001777835
5105,0001050915
5106,0001835681
5107,0001847345
5108,0001841968
5109,0001038357
5110,0001040161
5111,0001640043
5112,0001839439
5113,0001181505
5114,0001611842
5115,0001633917
5116,0001743344
5117,0001782223
5118,0001181504
5119,0001629210
5120,0001399249
5121,0000901491
5122,0000804328
5123,0000906465
5124,0001692705
5125,0000353569
5126,0001741530
5127,0001830795
5128,0001015820
5129,0001781193
5130,0001540013
5131,0001561566
5132,0001769256
5133,0001460702
5134,0001779578
5135,0001107843
5136,0000709283
5137,0001794621
5138,0001671502
5139,0001117297
5140,0001067839
5141,0001608741
5142,0001442236
5143,0001355096
5144,0001604778
5145,0001811414
5146,0001816431
5147,0001618756
5148,0001839412
5149,0001596946
5150,0001503274
5151,0001733298
5152,0001410384
5153,0001481792
5154,0001758009
5155,0000882508
5156,0000892482
5157,0001115128
5158,0001590560
5159,0001254699
5160,0000085961
5161,0001655099
5162,0001804583
5163,0001819724
5164,0001648416
5165,0001860484
5166,0000084129
5167,0000761238
5168,0001810739
5169,0001320854
5170,0001724979
5171,0001841867
5172,0000733269
5173,0000081955
5174,0001856725
5175,0001673772
5176,0001515673
5177,0000718332
5178,0001046102
5179,0001815184
5180,0001499422
5181,0001708055
5182,0000921557
5183,0001410172
5184,0001751783
5185,0001315098
5186,0001812173
5187,0001527590
5188,0001874218
5189,0000748268
5190,0001762303
5191,0001870143
5192,0000919567
5193,0001817786
5194,0000733099
5195,0000933036
5196,0001281895
5197,0000895456
5198,0000884887
5199,0001833498
5200,0001472595
5201,0000700841
5202,0001442620
5203,0001799850
5204,0001462223
5205,0000916183
5206,0001724521
5207,0001820201
5208,0001016838
5209,0001382821
5210,0001553846
5211,0000716634
5212,0000890926
5213,0000790526
5214,0001428522
5215,0001720116
5216,0001819810
5217,0001094366
5218,0001135951
5219,0001095073
5220,0001573221
5221,0001862461
5222,0001712178
5223,0001843588
5224,0001140215
5225,0001867949
5226,0000793524
5227,0000910606
5228,0001463258
5229,0000872589
5230,0001384195
5231,0001697851
5232,0001812727
5233,0000355948
5234,0000929869
5235,0001782170
5236,0001509223
5237,0001590383
5238,0001468327
5239,0001737953
5240,0001001614
5241,0001838957
5242,0000742278
5243,0001555039
5244,0001579910
5245,0001358762
5246,0001687277
5247,0000887921
5248,0001810560
5249,0001853651
5250,0001687221
5251,0001841389
5252,0000744187
5253,0001571283
5254,0001786431
5255,0001740332
5256,0001281761
5257,0000891290
5258,0000740664
5259,0001713863
5260,0001790177
5261,0001817159
5262,0001393066
5263,0000898174
5264,0001829667
5265,0001069533
5266,0000730272
5267,0001871149
5268,0000085535
5269,0001505512
5270,0001590877
5271,0001084765
5272,0000095029
5273,0000716643
5274,0001514490
5275,0001838359
5276,0001528849
5277,0001004724
5278,0000315213
5279,0001040829
5280,0001063537
5281,0000935419
5282,0001842219
5283,0001759546
5284,0001451505
5285,0001034842
5286,0001464790
5287,0000863064
5288,0001167419
5289,0001501072
5290,0001874178
5291,0001852495
5292,0000720005
5293,0001469443
5294,0001819994
5295,0001852117
5296,0001844363
5297,0001037038
5298,0001812364
5299,0001171155
5300,0001398987
5301,0000084246
5302,0001511337
5303,0001553643
5304,0001866874
5305,0001828365
5306,0001739410
5307,0001519401
5308,0001581091
5309,0001767837
5310,0001596961
5311,0000917273
5312,0001616262
5313,0000943819
5314,0001716621
5315,0001838108
5316,0001746967
5317,0001771226
5318,0001870833
5319,0001635282
5320,0001757932
5321,0001644771
5322,0001644378
5323,0000912147
5324,0001041024
5325,0001599901
5326,0001829635
5327,0001667161
5328,0001854461
5329,0001384905
5330,0001699039
5331,0001811115
5332,0001224450
5333,0000913144
5334,0000715072
5335,0001848763
5336,0001046327
5337,0001574094
5338,0001718227
5339,0001884516
5340,0000077159
5341,0001855447
5342,0000912562
5343,0001885998
5344,0000084748
5345,0001407623
5346,0001635088
5347,0001024478
5348,0001428439
5349,0000084839
5350,0001324948
5351,0001845437
5352,0001788882
5353,0000882835
5354,0001870129
5355,0001841610
5356,0000745732
5357,0001826018
5358,0001720592
5359,0001560327
5360,0001637715
5361,0001380106
5362,0000110621
5363,0001802768
5364,0000842183
5365,0001808158
5366,0001157842
5367,0001860879
5368,0001071236
5369,0000315852
