,0
1872,0001857475
1873,0001722438
1874,0001505952
1875,0001748797
1876,0000893691
1877,0000868780
1878,0001878897
1879,0000029905
1880,0001751788
1881,0001062579
1882,0001762417
1883,0001857803
1884,0001515671
1885,0001786286
1886,0001286681
1887,0001477641
1888,0001852771
1889,0001880613
1890,0001023512
1891,0000783280
1892,0001298946
1893,0000940944
1894,0001533998
1895,0001853816
1896,0001042893
1897,0001082038
1898,0001871321
1899,0001340476
1900,0001827401
1901,0001804745
1902,0001175483
1903,0001823466
1904,0001871745
1905,0001831617
1906,0001807120
1907,0001050140
1908,0001642453
1909,0001566388
1910,0000855887
1911,0001828791
1912,0000771999
1913,0001051003
1914,0000946936
1915,0001318885
1916,0001773383
1917,0000936340
1918,0001870600
1919,0001627606
1920,0000879535
1921,0001357874
1922,0001575311
1923,0001842022
1924,0001839998
1925,0001865537
1926,0001631282
1927,0001419951
1928,0001890671
1929,0001326160
1930,0001817232
1931,0001750593
1932,0001562088
1933,0001396536
1934,0001819928
1935,0000927066
1936,0001029142
1937,0001090012
1938,0001849635
1939,0001812360
1940,0000799165
1941,0000826675
1942,0001688568
1943,0001093557
1944,0001499494
1945,0000813298
1946,0001020710
1947,0000027367
1948,0000029332
1949,0000067215
1950,0001213809
1951,0001794287
1952,0001818794
1953,0001854270
1954,0000720875
1955,0001101680
1956,0001002242
1957,0000712515
1958,0001832765
1959,0001210123
1960,0000931148
1961,0000007323
1962,0001719395
1963,0001560672
1964,0001534708
1965,0000703351
1966,0001475115
1967,0001841258
1968,0001065088
1969,0001810546
1970,0001829966
1971,0000033002
1972,0000814549
1973,0001478454
1974,0001799290
1975,0001439124
1976,0001367644
1977,0001018399
1978,0001444406
1979,0001864843
1980,0001604174
1981,0000793040
1982,0001034553
1983,0000031462
1984,0001517936
1985,0001783400
1986,0001169652
1987,0001450501
1988,0001560258
1989,0001084961
1990,0001708035
1991,0001047862
1992,0001041934
1993,0001388141
1994,0001501103
1995,0001551040
1996,0001650664
1997,0001395213
1998,0001864891
1999,0001766363
2000,0001731388
2001,0001540159
2002,0001782309
2003,0001817153
2004,0001372920
2005,0000031667
2006,0000791718
2007,0001029199
2008,0000352960
2009,0001781397
2010,0001006249
2011,0001579214
2012,0001411342
2013,0001701167
2014,0000924168
2015,0001258623
2016,0001025835
2017,0001288992
2018,0001828522
2019,0000033185
2020,0001066194
2021,0001050441
2022,0001336050
2023,0001843973
2024,0001023731
2025,0001322439
2026,0001854233
2027,0000918608
2028,0000049600
2029,0000827871
2030,0000894627
2031,0001759783
2032,0000785161
2033,0001228509
2034,0001333493
2035,0001754836
2036,0001379041
2037,0001305253
2038,0001176984
2039,0000893818
2040,0000827052
2041,0001839434
2042,0001769768
2043,0001549084
2044,0001001250
2045,0000701719
2046,0001739104
2047,0001348952
2048,0001404281
2049,0001783032
2050,0001600033
2051,0000946394
2052,0001488917
2053,0001784168
2054,0001035354
2055,0001041792
2056,0000895417
2057,0000351789
2058,0001024672
2059,0001651094
2060,0000837465
2061,0001768446
2062,0001080319
2063,0001834253
2064,0001046995
2065,0001872789
2066,0001827980
2067,0000858800
2068,0001227862
2069,0000105634
2070,0000809708
2071,0000808326
2072,0000031107
2073,0001889123
2074,0000915389
2075,0001517518
2076,0000066901
2077,0000032604
2078,0001285786
2079,0000895728
2080,0001879373
2081,0001593034
2082,0001855555
2083,0001868912
2084,0000933738
2085,0000912505
2086,0001659939
2087,0000071508
2088,0001830180
2089,0001592000
2090,0001596812
2091,0001527728
2092,0001816261
2093,0001463101
2094,0001632790
2095,0001289308
2096,0001716947
2097,0001125376
2098,0000319458
2099,0001177648
2100,0001870925
2101,0001101302
2102,0001638097
2103,0001337619
2104,0001529864
2105,0000890821
2106,0001828318
2107,0001177162
2108,0000316253
2109,0001843862
2110,0001386067
2111,0000821189
2112,0001300391
2113,0001570562
2114,0001308335
2115,0001805077
2116,0001454741
2117,0001506307
2118,0000006955
2119,0001352010
2120,0001073349
2121,0001096752
2122,0001061219
2123,0001827248
2124,0001633932
2125,0001006655
2126,0001045450
2127,0001728951
2128,0001726126
2129,0001825720
2130,0001571498
2131,0001746466
2132,0001227500
2133,0000803649
2134,0001818221
2135,0001333986
2136,0001826729
2137,0001101239
2138,0001140625
2139,0001790515
2140,0000906107
2141,0001843762
2142,0000878932
2143,0000033213
2144,0001756607
2145,0001761918
2146,0001227073
2147,0001814287
2148,0001126874
2149,0001279014
2150,0000717826
2151,0000922621
2152,0001421517
2153,0001355444
2154,0001853860
2155,0001624422
2156,0000072741
2157,0001877322
2158,0001865506
2159,0001553079
2160,0000877808
2161,0000033488
2162,0000866706
2163,0001341170
2164,0001532981
2165,0001363829
2166,0001590714
2167,0001027664
2168,0001841420
2169,0001863105
2170,0001448893
2171,0000033533
2172,0001434868
2173,0001531031
2174,0001541401
2175,0000920522
2176,0001382230
2177,0001760683
2178,0001688757
2179,0001707753
2180,0000010254
2181,0001276187
2182,0001814728
2183,0001308927
2184,0000896156
2185,0001270523
2186,0001427437
2187,0001395325
2188,0001551182
2189,0001785173
2190,0001281926
2191,0001710340
2192,0000065984
2193,0001747009
2194,0001370637
2195,0001724344
2196,0001322436
2197,0001322435
2198,0001800347
2199,0001563696
2200,0001340736
2201,0001822929
2202,0001604481
2203,0001592057
2204,0001828253
2205,0001437352
2206,0000842518
2207,0001109116
2208,0001853145
2209,0001861121
2210,0001640428
2211,0001070732
2212,0001618835
2213,0001287498
2214,0001574565
2215,0001821159
2216,0001900402
2217,0001628908
2218,0000065312
2219,0000943184
2220,0001694665
2221,0001805385
2222,0001177161
2223,0001074540
2224,0001412558
2225,0001834342
2226,0001403708
2227,0001052054
2228,0001704596
2229,0001360901
2230,0001711269
2231,0001318568
2232,0001253327
2233,0001559865
2234,0001867102
2235,0001222922
2236,0001099800
2237,0001069157
2238,0001856236
2239,0001710072
2240,0001865408
2241,0001124140
2242,0001109357
2243,0001480999
2244,0000939767
2245,0001476840
2246,0001379438
2247,0001277866
2248,0001297989
2249,0001263011
2250,0000918646
2251,0000746515
2252,0001324424
2253,0001495932
2254,0000851520
2255,0001483510
2256,0001289490
2257,0001635881
2258,0001078271
2259,0001710155
2260,0001682639
2261,0001266806
2262,0001314102
2263,0001817004
2264,0001806904
2265,0000876523
2266,0000037996
2267,0001210677
2268,0001839550
2269,0001838987
2270,0001472787
2271,0001302624
2272,0001701261
2273,0001539838
2274,0001413855
2275,0000034563
2276,0000917491
2277,0000815556
2278,0001705012
2279,0001434316
2280,0001836176
2281,0001865045
2282,0000790500
2283,0001326801
2284,0001033012
2285,0000945908
2286,0001519751
2287,0001429260
2288,0001521951
2289,0001649749
2290,0000947559
2291,0000811589
2292,0001057706
2293,0001562528
2294,0001419041
2295,0001510337
2296,0000886206
2297,0001424212
2298,0001070296
2299,0001823733
2300,0000859070
2301,0000932781
2302,0000886128
2303,0000712537
2304,0000840489
2305,0000887936
2306,0000798941
2307,0000876717
2308,0001650132
2309,0001464963
2310,0001282850
2311,0001590418
2312,0000831259
2313,0001098151
2314,0001364608
2315,0001646109
2316,0001650648
2317,0001047340
2318,0001013237
2319,0001513363
2320,0001048911
2321,0001031296
2322,0001888654
2323,0001709819
2324,0001556336
2325,0000039020
2326,0000038725
2327,0001339005
2328,0001284940
2329,0001211583
2330,0001509646
2331,0001363438
2332,0001832433
2333,0001401257
2334,0001852407
2335,0001337298
2336,0001291334
2337,0000708955
2338,0001787384
2339,0001174164
2340,0001381074
2341,0000923139
2342,0001805521
2343,0000036029
2344,0001048695
2345,0001401564
2346,0001413837
2347,0001392994
2348,0001408534
2349,0001259542
2350,0000921299
2351,0001591890
2352,0001864943
2353,0001906133
2354,0000036377
2355,0001056288
2356,0001851182
2357,0000036966
2358,0001786182
2359,0001822462
2360,0001854480
2361,0000860413
2362,0000814547
2363,0001855693
2364,0001513789
2365,0001846576
2366,0001823855
2367,0001745059
2368,0001691445
2369,0001856365
2370,0001136893
2371,0000862831
2372,0000798354
2373,0000035527
2374,0001177609
2375,0001288847
2376,0001035983
2377,0001661998
2378,0000069891
2379,0000722572
2380,0000850209
2381,0001828326
2382,0001855485
2383,0001245648
2384,0001162194
2385,0000866374
2386,0001790169
2387,0001674930
2388,0000740663
2389,0000891482
2390,0001831481
2391,0001703785
2392,0001868941
2393,0001772253
2394,0001460329
2395,0001128928
2396,0001641991
2397,0001124198
2398,0000030625
2399,0001175454
2400,0001083743
2401,0001084869
2402,0000037472
2403,0001844650
2404,0001580560
2405,0001822219
2406,0000792966
2407,0000700565
2408,0000037785
2409,0001549548
2410,0001842916
2411,0001199004
2412,0000709337
2413,0001333141
2414,0001538927
2415,0001061736
2416,0001319183
2417,0001408710
2418,0001531978
2419,0000037808
2420,0001035976
2421,0001733257
2422,0001507079
2423,0001454889
2424,0001331875
2425,0001602409
2426,0001069996
2427,0001704711
2428,0000765207
2429,0001456346
2430,0001857855
2431,0001556727
2432,0000919864
2433,0001828937
2434,0001651052
2435,0000035214
2436,0001375340
2437,0001178879
2438,0000355019
2439,0001406587
2440,0001829280
2441,0000038264
2442,0001543916
2443,0001039399
2444,0001023313
2445,0001045986
2446,0000883569
2447,0001862068
2448,0001794669
2449,0001754301
2450,0001424929
2451,0001829999
2452,0001829426
2453,0001397047
2454,0001567569
2455,0001574197
2456,0001591670
2457,0001589420
2458,0000921825
2459,0001259708
2460,0000723646
2461,0000834285
2462,0001874495
2463,0001132979
2464,0000039092
2465,0001753706
2466,0001703647
2467,0001844224
2468,0001528930
2469,0001534992
2470,0000924805
2471,0001849294
2472,0001810031
2473,0000712534
2474,0000913290
2475,0001800667
2476,0001842223
2477,0000844059
2478,0001611647
2479,0001842883
2480,0001544522
2481,0001325670
2482,0001691221
2483,0000034903
2484,0001825739
2485,0001840161
2486,0001275168
2487,0001530249
2488,0001494530
2489,0001769267
2490,0001435508
2491,0001069394
2492,0001422183
2493,0001274494
2494,0001517413
2495,0001341335
2496,0001840225
2497,0001031316
2498,0001720990
2499,0001832351
2500,0001834336
2501,0000277509
2502,0001822862
2503,0001815737
2504,0000352825
2505,0001566373
2506,0001637810
2507,0000833040
2508,0001832696
2509,0001590364
2510,0001740915
2511,0001828161
2512,0001829328
2513,0001727263
2514,0000846913
2515,0001839569
2516,0001233087
2517,0001066923
2518,0001561785
2519,0001753162
2520,0001810523
2521,0001681459
2522,0001889450
2523,0000928054
2524,0001262039
2525,0001839972
2526,0001865482
2527,0001666175
2528,0001659166
2529,0001844336
2530,0001484769
2531,0000039368
2532,0001680581
2533,0000700564
2534,0000811532
2535,0000763907
2536,0000825202
2537,0001514597
2538,0000717806
2539,0001805890
2540,0001754581
2541,0001558583
2542,0001823465
2543,0001675644
2544,0001828183
2545,0001762301
2546,0001824434
2547,0001847874
2548,0001604191
2549,0001805284
2550,0001604924
2551,0000912728
2552,0001789940
2553,0001353614
2554,0001353611
2555,0001353612
2556,0001817565
2557,0001328598
2558,0001353615
2559,0001788717
2560,0000719402
2561,0001353613
2562,0000020520
2563,0001839824
2564,0001398659
2565,0000794685
2566,0000714395
2567,0001846288
2568,0001089872
2569,0001321741
2570,0001516212
2571,0001133416
2572,0000040417
2573,0001839799
2574,0001841125
2575,0001714562
2576,0001799332
2577,0001819411
2578,0001839121
2579,0001852061
2580,0001328919
2581,0001838513
2582,0001517006
2583,0000040211
2584,0001377757
2585,0001799983
2586,0001495825
2587,0000868671
2588,0001476765
2589,0001479026
2590,0001733294
2591,0001060349
2592,0001494904
2593,0001735948
2594,0001823365
2595,0001419275
2596,0000105744
2597,0001822792
2598,0001725430
2599,0001629137
2600,0000923120
2601,0001070524
2602,0001379606
2603,0001579684
2604,0001819796
2605,0000018498
2606,0001644440
2607,0001506983
2608,0000845611
2609,0000040533
2610,0001609711
2611,0001071255
2612,0001848739
2613,0001378701
2614,0001858912
2615,0001472341
2616,0001386278
2617,0001809519
2618,0001526125
2619,0001858007
2620,0001260729
2621,0001743725
2622,0000040545
2623,0001675033
2624,0001856774
2625,0000043920
2626,0001831096
2627,0001022321
2628,0000064472
2629,0001166272
2630,0001834489
2631,0001853112
2632,0000923796
2633,0001001115
2634,0001612875
2635,0000886744
2636,0000912463
2637,0001867325
2638,0001392380
2639,0000858706
2640,0001804469
2641,0001046203
2642,0000050725
2643,0001876714
2644,0001172724
2645,0001780232
2646,0001845459
2647,0001709048
2648,0001823896
2649,0001865697
2650,0001114700
2651,0001073404
2652,0000042888
2653,0001856519
2654,0001818880
2655,0001313510
2656,0001847127
2657,0001886190
2658,0000921671
2659,0001585855
2660,0001576280
2661,0001806156
2662,0000104889
2663,0001724755
2664,0001894630
2665,0001282977
2666,0001821160
2667,0000716314
2668,0001855129
2669,0001642375
2670,0001554697
2671,0001844505
2672,0001853314
2673,0001061574
2674,0000945114
2675,0001031623
2676,0001105101
2677,0000821002
2678,0001841080
2679,0001061894
2680,0000882095
2681,0000897322
2682,0000828803
2683,0001651721
2684,0000040704
2685,0001848795
2686,0001286405
2687,0001340909
2688,0001343491
2689,0001356284
2690,0001357660
2691,0001192448
2692,0000320335
2693,0001143513
2694,0001823383
2695,0001835963
2696,0001838615
2697,0001499780
2698,0000890066
2699,0001222333
2700,0001372020
2701,0001538847
2702,0001053092
2703,0001618181
2704,0001843248
2705,0001556266
2706,0001841734
2707,0001888734
2708,0001595353
2709,0001207179
2710,0001350869
2711,0001557860
2712,0001534126
2713,0001598655
2714,0001323468
2715,0001421876
2716,0001575965
2717,0001316463
2718,0001385613
2719,0001805087
2720,0001799788
2721,0000041719
2722,0001852767
2723,0001800315
2724,0001483386
2725,0001282957
2726,0001826457
2727,0001288795
2728,0000024741
2729,0001253689
2730,0001467858
2731,0001434265
2732,0001451448
2733,0001836190
2734,0001600847
2735,0001326380
2736,0001237831
2737,0001866547
2738,0001437925
2739,0001533615
2740,0001600438
2741,0001816736
2742,0001760764
2743,0001832250
2744,0001457612
2745,0001528356
2746,0001757064
2747,0001326200
2748,0001526113
2749,0001743745
2750,0001768012
2751,0001595248
2752,0001474735
2753,0000924383
2754,0001438893
2755,0001838716
2756,0000355811
2757,0001058867
2758,0001355848
2759,0001276520
2760,0001771515
2761,0001816176
2762,0001540305
2763,0001854593
2764,0001808220
2765,0001810140
2766,0001750153
2767,0001380936
2768,0001029145
2769,0001852940
2770,0001537054
2771,0001291733
2772,0000756894
2773,0001672013
2774,0001234006
2775,0001652044
2776,0001690511
2777,0001160791
2778,0001728117
2779,0001768259
2780,0000832489
2781,0001584547
2782,0001831979
2783,0000040987
2784,0001841209
2785,0001031203
2786,0000041091
2787,0001408075
2788,0001300050
2789,0001703644
2790,0001123360
2791,0000874499
2792,0001635650
2793,0001309402
2794,0001464591
2795,0001500435
2796,0000039911
2797,0001855612
2798,0001534133
2799,0001373670
2800,0000042682
2801,0001826492
2802,0001768910
2803,0001844971
2804,0000850027
2805,0001438569
2806,0001701756
2807,0001725293
2808,0001121788
2809,0001822691
2810,0001597846
2811,0001662574
2812,0000754811
2813,0001834026
2814,0001564538
2815,0001815776
2816,0001490281
2817,0001656634
2818,0001563577
2819,0001775194
2820,0001313310
2821,0001604868
2822,0001391437
2823,0000886982
2824,0001823707
2825,0001366868
2826,0000854560
2827,0001572694
2828,0001828096
2829,0001332174
2830,0001726978
2831,0001126741
2832,0001131399
2833,0001712923
2834,0001430725
2835,0001639877
2836,0001738758
2837,0001849280
2838,0001837207
2839,0001901799
2840,0001321847
2841,0001418144
2842,0000042582
2843,0001848821
2844,0000109657
2845,0001273441
2846,0001735041
2847,0001718512
2848,0001782594
2849,0001560241
2850,0000825324
2851,0001653482
2852,0000892553
2853,0000043196
2854,0001837105
2855,0001842046
2856,0001735707
2857,0001052752
2858,0001682325
2859,0001864208
2860,0000885462
2861,0001080720
2862,0000861459
2863,0001858503
2864,0000944480
2865,0001522690
2866,0001819438
2867,0001850487
2868,0001528396
2869,0001434728
2870,0000277135
2871,0001826669
2872,0001852244
2873,0001589061
2874,0001468174
2875,0001172222
2876,0001824013
2877,0000313143
2878,0001109242
2879,0001848861
2880,0000910406
2881,0000045012
2882,0000819913
2883,0001159036
2884,0001751876
2885,0001708493
2886,0000046080
2887,0001561894
2888,0000858655
2889,0001834622
2890,0000049196
2891,0001709164
2892,0001436425
2893,0001359841
2894,0001123494
2895,0001322422
2896,0000706129
2897,0001093082
2898,0000775215
2899,0000860730
2900,0001824846
2901,0001636422
2902,0001691303
2903,0001403431
2904,0001784567
2905,0001400810
2906,0001829455
2907,0001823033
2908,0001057379
2909,0001648257
2910,0001845368
2911,0001843205
2912,0001501825
2913,0001720671
2914,0000731012
2915,0001839285
2916,0001842937
2917,0001828673
2918,0001280784
2919,0000354950
2920,0001144967
2921,0000925528
2922,0000354707
2923,0001493761
2924,0001339605
2925,0000046619
2926,0000916789
2927,0001283140
2928,0001583771
2929,0001850235
2930,0001496749
2931,0001842912
2932,0000004447
2933,0001789832
2934,0001690947
2935,0001500375
2936,0001680873
2937,0001710680
2938,0001046025
2939,0000849145
2940,0001293310
2941,0000874766
2942,0001622148
2943,0001158420
2944,0001840776
2945,0001674168
2946,0001498828
2947,0001822886
2948,0001824185
2949,0001721181
2950,0000045919
2951,0001417398
2952,0001017480
2953,0001519505
2954,0001729212
2955,0001823776
2956,0001026785
2957,0001501585
2958,0001823034
2959,0001287808
2960,0001861657
2961,0001773751
2962,0001342338
2963,0000910068
2964,0001828105
2965,0001847409
2966,0001720424
2967,0000921082
2968,0001058239
2969,0000719413
2970,0001826814
2971,0001788841
2972,0001180262
2973,0001596964
2974,0001840292
2975,0001302215
2976,0001024795
2977,0000851310
2978,0001822928
2979,0001822492
2980,0001433642
2981,0001585689
2982,0001628945
2983,0000866829
2984,0001821586
2985,0001850529
2986,0000715153
2987,0001829042
2988,0001580156
2989,0001603016
2990,0000850141
2991,0000921183
2992,0001830197
2993,0001518715
2994,0001567345
2995,0001023514
2996,0000722723
2997,0000048287
2998,0001145255
2999,0000929058
3000,0001842556
3001,0000788965
3002,0001530979
3003,0001388126
3004,0001077688
3005,0001708176
3006,0000793952
3007,0001357450
3008,0000859737
3009,0001331520
3010,0000773840
3011,0001769617
3012,0001783879
3013,0001760542
3014,0001128361
3015,0001865533
3016,0001711786
3017,0001874875
3018,0000357294
3019,0001785530
3020,0000046765
3021,0001645590
3022,0001189740
3023,0001176199
3024,0001792849
3025,0001863181
3026,0001482512
3027,0000047217
3028,0001215913
3029,0001809353
3030,0000805267
3031,0001140102
3032,0000884121
3033,0001428336
3034,0000899749
3035,0000012659
3036,0001364479
3037,0000048465
3038,0001802665
3039,0001360214
3040,0001859285
3041,0001598665
3042,0000818033
3043,0001487428
3044,0001814114
3045,0001089113
3046,0000045876
3047,0001610853
3048,0001000228
3049,0001066605
3050,0001038133
3051,0001210708
3052,0001070750
3053,0001095565
3054,0001383701
3055,0000047111
3056,0001063344
3057,0001360604
3058,0001850038
3059,0001538263
3060,0001053352
3061,0001476963
3062,0001892322
3063,0001260041
3064,0001169987
3065,0001265131
3066,0001483994
3067,0001561032
3068,0000799233
3069,0000920112
3070,0001819794
3071,0001828817
3072,0001396502
3073,0001657853
3074,0000048898
3075,0000940942
3076,0001404655
3077,0001791725
3078,0001771885
3079,0001836894
3080,0001778982
3081,0000049071
3082,0001818382
3083,0001307954
3084,0000315374
3085,0001289848
3086,0001156041
3087,0001687542
3088,0001731805
3089,0001728190
3090,0001594555
3091,0000216085
3092,0000893847
3093,0000750577
3094,0001845013
3095,0000046250
3096,0001841144
3097,0000004281
3098,0000717605
3099,0001173514
3100,0001819253
3101,0000825345
3102,0001695295
3103,0001497186
3104,0001759631
3105,0001718405
3106,0001833769
3107,0001713832
3108,0001222401
3109,0001785680
3110,0001716583
3111,0001637655
3112,0001492426
3113,0001057060
3114,0001821788
3115,0001745041
3116,0001800227
3117,0001844579
3118,0001385632
3119,0000779336
3120,0001203464
3121,0000917520
3122,0001842718
3123,0001278680
3124,0001759124
3125,0001044896
3126,0001134440
3127,0000039311
3128,0001835205
3129,0001720420
3130,0001420720
3131,0001381197
3132,0000051143
3133,0001103838
3134,0000315709
3135,0001580905
3136,0001326110
3137,0001564618
3138,0000749660
3139,0000811641
3140,0001681903
3141,0001584371
3142,0001537028
3143,0001571949
3144,0000874505
3145,0001362004
3146,0001652535
3147,0000941221
3148,0001697818
3149,0001060955
3150,0001578348
3151,0001858351
3152,0001270073
3153,0001690012
3154,0000883984
3155,0001786255
3156,0001698113
3157,0001057877
3158,0001718939
3159,0001824036
3160,0001405495
3161,0001417802
3162,0000837852
3163,0001688487
3164,0001040896
3165,0001030192
3166,0000861838
3167,0001005731
3168,0001463833
3169,0000874716
3170,0001676725
3171,0001652362
3172,0001179444
3173,0001548866
3174,0000813762
3175,0001048268
3176,0000832101
3177,0001815566
3178,0000051253
3179,0001862935
3180,0000917100
3181,0001708688
3182,0001615903
3183,0001332943
3184,0001819496
3185,0001326205
3186,0001285890
3187,0001462586
3188,0001794338
3189,0001090159
3190,0001496323
3191,0001834645
3192,0001268884
3193,0001619762
3194,0001866838
3195,0001137183
3196,0001814423
3197,0001496292
3198,0000858446
3199,0001682811
3200,0001400891
3201,0001876183
3202,0000082473
3203,0001698508
3204,0000916618
3205,0001371489
3206,0001829889
3207,0000764401
3208,0001728688
3209,0000885601
3210,0000088790
3211,0001837493
3212,0001677576
3213,0000820318
3214,0001835579
3215,0001750149
3216,0001110803
3217,0001717307
3218,0001778016
3219,0001729944
3220,0001846235
3221,0000921582
3222,0000870826
3223,0001792030
3224,0000913414
3225,0001671927
3226,0000855654
3227,0001623715
3228,0001000298
3229,0000050493
3230,0001506184
3231,0001058811
3232,0001873835
3233,0001472012
3234,0000049938
3235,0001123134
3236,0001445499
3237,0001876581
3238,0001820191
3239,0001672619
3240,0001660046
3241,0001790340
3242,0001668438
3243,0001809196
3244,0001280776
3245,0001734768
3246,0001764013
3247,0001683695
3248,0001740279
3249,0001862463
3250,0001562463
3251,0001739614
3252,0001857030
3253,0000879169
3254,0000776901
3255,0001841925
3256,0001757840
3257,0001857044
3258,0001037390
3259,0001868778
3260,0001113148
3261,0001138639
3262,0001337013
3263,0001067491
3264,0001039765
3265,0001294133
3266,0001046257
3267,0001826671
3268,0001840229
3269,0001728328
3270,0001711754
3271,0001742692
3272,0001497645
3273,0001281845
3274,0001834376
3275,0001055726
3276,0000903651
3277,0001529113
3278,0001615063
3279,0001022652
3280,0000030125
3281,0001104506
3282,0001609550
3283,0001841804
3284,0001679049
3285,0000789460
3286,0001565687
3287,0000050863
3288,0001850262
3289,0000069422
3290,0001036262
3291,0000896878
3292,0000736012
3293,0000829323
3294,0001080014
3295,0001036044
3296,0001687229
3297,0001417926
3298,0001835654
3299,0001693011
3300,0000866609
3301,0001854275
3302,0001865494
3303,0001798270
3304,0001824920
3305,0000874015
3306,0000949961
3307,0001054905
3308,0001642896
3309,0001425205
3310,0000051434
3311,0001715925
3312,0000822663
3313,0001844452
3314,0001546296
3315,0000051644
3316,0001111928
3317,0001598599
3318,0001421461
3319,0001818876
3320,0001818873
3321,0001850119
3322,0001839608
3323,0001839610
3324,0001839611
3325,0001830072
3326,0001507957
3327,0001722608
3328,0000885125
3329,0001850051
3330,0001478242
3331,0001699150
3332,0001159167
3333,0001128173
3334,0001418819
3335,0001878848
3336,0001006045
3337,0000858707
3338,0001020569
3339,0001325618
3340,0001777946
3341,0001514743
3342,0001854795
3343,0000933267
3344,0001466085
3345,0001388658
3346,0001446847
3347,0001837430
3348,0001845601
3349,0001594012
3350,0000051548
3351,0001534880
3352,0000843006
3353,0001410939
3354,0000875355
3355,0001837997
3356,0001615055
3357,0001558569
3358,0001820566
3359,0000728387
3360,0001035267
3361,0000836690
3362,0001602658
3363,0001634447
3364,0000749251
3365,0001841586
3366,0001276671
3367,0001567514
3368,0001114483
3369,0001828852
3370,0000350868
3371,0000720858
3372,0001808865
3373,0001358190
3374,0001805508
3375,0001722387
3376,0000780571
3377,0001659323
3378,0001337117
3379,0000216228
3380,0001132597
3381,0000049826
3382,0001756594
3383,0001001902
3384,0000742112
3385,0001857410
3386,0001845123
3387,0001568292
3388,0001437071
3389,0001307748
3390,0001161966
3391,0001070304
3392,0001852019
3393,0001873875
3394,0001495231
3395,0000052988
3396,0001500604
3397,0000807882
3398,0001585608
3399,0001009829
3400,0001721947
3401,0000862861
3402,0001817713
3403,0001817868
3404,0001855644
3405,0001232524
3406,0001689796
3407,0000728535
3408,0001839839
3409,0001284143
3410,0000898293
3411,0001158463
3412,0000880117
3413,0001433660
3414,0001385763
3415,0000833444
3416,0001822312
3417,0001686142
3418,0000022701
3419,0001673359
3420,0001549802
3421,0000096223
3422,0001674335
3423,0001708261
3424,0000866095
3425,0001743102
3426,0001276533
3427,0001619544
3428,0001737339
3429,0001857518
3430,0001615905
3431,0001753217
3432,0001274173
3433,0000759828
3434,0000759866
3435,0001159152
3436,0001687932
3437,0000785956
3438,0000779152
3439,0001481513
3440,0001037976
3441,0001472215
3442,0001874259
3443,0001756708
3444,0000838131
3445,0001640455
3446,0000200406
3447,0001043604
3448,0001834585
3449,0000040570
3450,0001295484
3451,0001819848
3452,0000745308
3453,0000859796
3454,0001824149
3455,0000788329
3456,0001616291
3457,0001216583
3458,0001547994
3459,0001176433
3460,0001679033
3461,0001227476
3462,0001539337
3463,0001289213
3464,0001158289
3465,0001696558
3466,0001620459
3467,0001509253
3468,0001593538
3469,0001788028
3470,0001713923
3471,0001842609
3472,0001838814
3473,0001760903
3474,0001007019
3475,0000107140
3476,0001883799
3477,0001805594
3478,0000072333
3479,0001831359
3480,0001822993
3481,0001824119
3482,0001612630
3483,0001816172
3484,0000055067
3485,0001865468
3486,0001843212
3487,0000886346
3488,0001825962
3489,0001824171
3490,0001479419
3491,0000811596
3492,0001348911
3493,0000054381
3494,0001395942
3495,0001828102
3496,0001762239
3497,0001445930
3498,0000055772
3499,0000795266
3500,0001729750
3501,0001357615
3502,0001795589
3503,0001899287
3504,0001865407
3505,0001867072
3506,0001435049
3507,0001418135
3508,0001606757
3509,0000055135
3510,0001611005
3511,0000887225
3512,0000055529
3513,0001755953
3514,0000056047
3515,0000091576
3516,0001601046
3517,0000748691
3518,0001297341
3519,0000930420
3520,0001072627
3521,0000056679
3522,0000701818
3523,0001637459
3524,0001425450
3525,0001826059
3526,0000879101
3527,0001846069
3528,0000033992
3529,0001820875
3530,0001515940
3531,0001161814
3532,0001056285
3533,0001404912
3534,0000319201
3535,0001823323
3536,0001751299
3537,0000056978
3538,0001719489
3539,0001432133
3540,0001738827
3541,0000055785
3542,0001567529
3543,0001500096
3544,0000860748
3545,0001434647
3546,0000055242
3547,0001170010
3548,0001587523
3549,0001664998
3550,0001316517
3551,0001564180
3552,0001730430
3553,0001669162
3554,0001885444
3555,0001797768
3556,0001692787
3557,0001492691
3558,0000021344
3559,0001468748
3560,0000031235
3561,0000910631
3562,0001315257
3563,0000771266
3564,0001855457
3565,0001509991
3566,0000056701
3567,0001785424
3568,0001372514
3569,0001503802
3570,0000056873
3571,0001792581
3572,0001025996
3573,0001631596
3574,0001286043
3575,0001779476
3576,0000704440
3577,0001832950
3578,0001625791
3579,0001617242
3580,0001257640
3581,0001741830
3582,0001664710
3583,0001657788
3584,0001758021
3585,0001771917
3586,0001772177
3587,0001711279
3588,0001600983
3589,0001843351
3590,0000846596
3591,0000795212
3592,0000885639
3593,0000892450
3594,0001760965
3595,0000719733
3596,0000839533
3597,0001283464
3598,0001283337
3599,0001069258
3600,0001498382
3601,0001841330
3602,0001809158
3603,0001662684
3604,0001422143
3605,0001007587
3606,0001841873
3607,0001846068
3608,0001408100
3609,0001823086
3610,0000081362
3611,0001713539
3612,0001865701
3613,0001815442
3614,0001293613
3615,0001075880
3616,0001645666
3617,0000060086
3618,0001848000
3619,0001785345
3620,0001440972
